id,imdb_id,title,original_title,release_year,release_date,runtime_minutes,genres,production_companies,production_countries,spoken_languages,belongs_to_collection,popularity,vote_average,vote_count,budget,revenue,overview,tagline,status,original_language,adult,video,keywords,has_mpst_synopsis
66878,tt0043649,Home Made Home,Home Made Home,1951,1951-03-23,7.0,[],"[""Walt Disney Pictures""]",[],"[""English""]",,0.289609,7.0,6,0,0,"Goofy's building a house, and struggling with the blueprints, the window glass, the paint, and finally the house-warming guests.",,Released,en,False,False,[],False
67145,tt0043862,No Smoking,No Smoking,1951,1951-11-23,6.0,[],"[""Walt Disney Pictures""]",[],[],,0.226643,6.8,9,0,0,"Goofy (again playing George Geef) is a nicotine addict to the extreme. He smokes while doing income tax, before going to bed, after waking up in the morning, and at work. Finally, he decides to quit. He soon learns it's not as easy as that and everywhere he looks, he is tempted to start again until he finally cracks. He runs everywhere yelling, ""Smoke! Smoke! Smoke!"" but with no luck. Finally, he asks a man for a cigar and the man gladly gives him one...an exploding cigar which finally has Goofy vowing, ""I quit!"".",,Released,en,False,False,[],False
67166,tt0114308,Runaway Brain,Runaway Brain,1995,1995-08-11,10.0,"[""Animation""]","[""Walt Disney Pictures""]",[],[],,1.022445,5.9,11,0,0,"In an attempt to convince Minnie that he hasn't forgotten to buy her an anniversary present, Mickey Mouse ends up promising to take her to Hawaii. Funds being short, he applies for a job as lab assistant to the sinister Dr. Frankenollie, who happens to be searching for a donor to provide his monstrous creation with a brain.",,Released,en,False,False,"[""mickey mouse""]",False
67790,tt0024792,Ye Olden Days,Ye Olden Days,1933,1933-04-08,8.0,"[""Animation""]","[""Walt Disney Pictures"",""United Artists Pictures""]","[""United States of America""]","[""English""]",,0.857073,4.6,8,0,0,"The princess (Minnie) is to wed the Prince (Goofy, still known as Dippy Dawg) against her wishes. When she refuses, her father the king locks her in the tower. Minstrel Mickey sees her and rescues her, making a rope from the clothes of lady-in-waiting Clarabell. The king spots them and prepares to chop off Mickey's head until Minnie intercedes. The king calls for a joust. Mickey wins, and they live happily ever after.",,Released,en,False,False,"[""mickey mouse""]",False
68728,tt1623205,Oz: The Great and Powerful,Oz: The Great and Powerful,2013,2013-03-07,130.0,"[""Fantasy"",""Adventure"",""Family""]","[""Walt Disney Pictures"",""Roth Films""]","[""United States of America""]","[""English""]",,11.137329,5.7,3576,200000000,491868548,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.","In Oz, nothing is what it seems",Released,en,False,False,"[""circus"",""witch"",""magic"",""hope"",""illusion"",""lost"",""magic trick"",""wizard"",""3d""]",True
71689,tt1825918,Phineas and Ferb the Movie: Across the 2nd Dimension,Phineas and Ferb the Movie: Across the 2nd Dimension,2011,2011-08-05,78.0,"[""Animation"",""Comedy"",""Family"",""TV Movie""]","[""Walt Disney Pictures"",""Walt Disney Television Animation""]","[""United States of America""]","[""English""]",,5.506221,6.6,107,0,0,"Perry's worst fear comes true when Phineas and Ferb finds out that he is in fact Secret Agent P, but that soon pales in comparison during a trip to the 2nd dimension where Perry finds out that Dr. Doofenshmirtz is truly evil and successful.","An adventure so big, one dimension isn't enough.",Released,en,False,False,"[""brother brother relationship"",""monster"",""one-sided love"",""secret agent"",""alternate dimension"",""growing up"",""mad scientist"",""based on tv series"",""dating"",""teenager"",""super villain"",""pet owner reunion"",""phineas and ferb""]",True
71805,tt0099816,Shipwrecked,Håkon Håkonsen,1990,1990-10-03,92.0,"[""Adventure"",""Family""]","[""Walt Disney Pictures"",""Filmkameratene A/S"",""Svensk Filmindustri (SF)""]","[""United States of America"",""Norway"",""Sweden""]","[""English"",""Norsk""]",,0.792706,6.1,14,0,0,A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.,,Released,en,False,False,"[""island"",""ship"",""pirate"",""sailor"",""cabin boy"",""19th century""]",False
71864,tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,2012-08-15,105.0,"[""Fantasy"",""Drama"",""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Español""]",,5.426921,6.6,392,0,51854875,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",He's a force of nature.,Released,en,False,False,"[""green"",""dodgeball"",""incredibile"",""timothy""]",True
72962,tt1552624,George & A.J.,George & A.J.,2009,2009-11-10,4.0,"[""Animation"",""Family""]","[""Pixar Animation Studios""]",[],"[""English""]",,3.720354,5.9,24,0,0,George &amp; A.J. is a short film created by Pixar which uses characters from the film Up to tell what Nurses George and A.J. did after Carl Fredricksen left with his house tied to balloons in the feature film.,,Released,en,False,False,"[""short"",""pixar animation""]",False
73478,tt0056373,The Prince and the Pauper,The Prince and the Pauper,1962,1962-03-11,93.0,[],"[""Walt Disney Pictures""]","[""United States of America""]","[""Deutsch"",""English"",""Español""]",,0.01573,0.0,0,0,0,"In the London of 1537, two boys resembling each other exactly meet accidentally and exchange ""roles"" for a short while. After many adventures, the prince regains his rightful identity and graciously makes his ""twin"" a ward of the court.",,Released,en,False,False,[],False
75258,tt1217213,Secret of the Wings,Secret of the Wings,2012,2012-08-17,92.0,"[""Animation"",""Family"",""Fantasy"",""Adventure""]","[""DisneyToon Studios"",""Walt Disney Animation Studios"",""Prana Animation Studios""]","[""India"",""United States of America""]","[""English""]",Tinker Bell Collection,9.32058,6.5,303,0,0,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,Two Worlds. One Magical Secret.,Released,en,False,False,"[""winter"",""fairy tale"",""cold"",""separation"",""duringcreditsstinger"",""woman director"",""fairies""]",True
76346,tt1827536,The Ballad of Nessie,The Ballad of Nessie,2011,2011-04-13,6.0,"[""Animation"",""Family"",""Fantasy""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios""]","[""United States of America""]","[""English"",""Português""]",,1.527842,7.3,22,0,0,"A legendary and friendly creature named Nessie lives happily in a small pond with her friend MacQuack, a rubber duck. When a rich developer takes the pond and land surrounding it to build a miniature golf course, Nessie is forced to search for a new home.",,Released,en,False,False,"[""scotland"",""golf"",""disney short"",""loch ness monster"",""rubber duck""]",False
77022,tt0019968,The Haunted House,The Haunted House,1929,1929-12-02,7.0,"[""Animation""]","[""Walt Disney Pictures"",""Celebrity Productions""]","[""United States of America""]","[""English""]",,0.612755,6.6,9,0,0,Mickey seeks shelter from a storm in a house that turns out to be haunted.The skeletons command him to play the organ; they dance and play along.,,Released,en,False,False,"[""skeleton"",""cartoon"",""thunderstorm""]",False
77606,tt0323810,Right on Track,Right on Track,2003,2003-03-21,89.0,"[""Drama"",""Family"",""TV Movie""]","[""Walt Disney Pictures"",""Just Singer Entertainment""]","[""United States of America""]","[""English""]",,0.800038,5.4,7,0,0,"Based a on a true story about two sisters who came out on top of a man's sport. The story is based on Erica and Courtney Enders, two sisters who get in to junior drag racing and make it all the way to the top. The two sisters fight a battle of fellow racers who are against having girls race with them therefore it pushes them harder to compete against their competition. Erica becomes stressed when her racing life becomes mixed with her social life and academic goals, and decided to quit racing, until she realizes racing is what she truly wants to do. Finally towards the end of their teen years the Enders sisters come out on top to win the junior drag racing national title. They continue to race throughout high school and college, and still do so today.",,Released,en,False,False,"[""sister sister relationship"",""biography"",""tv movie"",""disney channel"",""drag racing"",""drag racer""]",False
77887,tt1850374,Hawaiian Vacation,Hawaiian Vacation,2011,2011-06-16,6.0,"[""Animation"",""Family""]","[""Pixar Animation Studios""]","[""United States of America""]","[""English""]",,11.315849,6.9,151,0,0,The toys throw Ken and Barbie a Hawaiian vacation in Bonnie's room.,,Released,en,False,False,"[""short"",""toy story"",""pixar animation""]",False
81338,tt0023215,Mickey's Good Deed,Mickey's Good Deed,1932,1932-12-17,7.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""United Artists Pictures""]","[""United States of America""]","[""English""]",,0.489646,5.8,10,0,0,"Mickey is playing Christmas carols on a standup bass for change. Alas, all he gets is screws, rocks, and other useless stuff. He plays outside a rich man's window, and the spoiled brat kid inside decides he wants Pluto. Mickey isn't selling, but when his bass gets destroyed by a passing sleigh and he sees a house full of orphans with no presents, he changes his mind. Mickey plays Santa to the kids. Meanwhile, the brat has been torturing Pluto; his father finally has enough and throws Pluto out and spanks the child. Pluto and Mickey are reunited, and as a bonus, the kid has tied the Christmas turkey to Pluto's tail.",Mickey's White Christmas,Released,en,False,False,"[""mouse"",""spanking"",""family relationships"",""anthropomorphism"",""poverty"",""cartoon mouse"",""pluto"",""cartoon dog"",""animal cruelty"",""christmas"",""short""]",False
82424,tt2033372,Small Fry,Small Fry,2011,2011-11-23,7.0,"[""Animation"",""Family""]","[""Pixar Animation Studios""]","[""United States of America""]","[""English""]",,9.858179,6.8,118,0,0,A fast food restaurant mini variant of Buzz forcibly switches places with the real Buzz and his friends have to deal with the obnoxious impostor.,,Released,en,False,False,"[""fast food restaurant"",""toys"",""fast food"",""toy story"",""pixar animation""]",False
82690,tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012,2012-11-01,108.0,"[""Family"",""Animation"",""Comedy"",""Adventure""]","[""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",Wreck-It Ralph Collection,13.697597,7.1,4656,165000000,471222889,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",The story of a regular guy just looking for a little wreck-ognition.,Released,en,False,False,"[""support group"",""product placement"",""bullying"",""racing"",""arcade"",""medal"",""self esteem"",""curiosity"",""precocious child"",""aftercreditsstinger"",""duringcreditsstinger"",""first person shooter"",""glitch"",""carefree"",""video gamer"",""q*bert"",""interrupted wedding"",""social reject""]",True
82881,tt2112281,Tangled Ever After,Tangled Ever After,2012,2012-01-13,6.0,"[""Animation"",""Comedy"",""Action"",""Family""]","[""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",Tangled Collection,9.953967,7.1,383,0,0,"The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone discovers that they’re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. Will Maximus and Pascal save the day and make it to the church in time? And will they ever get Flynn’s nose right?",,Released,en,False,False,"[""princess"",""wedding ring"",""wedding""]",False
