id,imdb_id,title,original_title,release_year,release_date,runtime_minutes,genres,production_companies,production_countries,spoken_languages,belongs_to_collection,popularity,vote_average,vote_count,budget,revenue,overview,tagline,status,original_language,adult,video,keywords,has_mpst_synopsis
10439,tt0107120,Hocus Pocus,Hocus Pocus,1993,1993-07-16,96.0,"[""Comedy"",""Family"",""Fantasy""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,10.390708,6.5,491,28000000,39514713,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it us up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",It's just a bunch of Hocus Pocus.,Released,en,False,False,"[""witch"",""halloween"",""salem"",""trick or treating"",""spellcasting""]",True
10481,tt0211181,102 Dalmatians,102 Dalmatians,2000,2000-10-07,100.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures"",""Cruella Productions""]","[""United States of America""]","[""English""]",101 Dalmatians (Live-Action) Collection,7.668752,5.1,327,85000000,183611771,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth... a parrot who thinks he's a Rottweiler... teams up with Oddball... an un-marked Dalmation puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil",Meet Two Unlikely Heroes With A Bone To Pick.,Released,en,False,False,"[""london england"",""prison"",""release from prison"",""women's prison"",""society for the prevention of cruelty to animals"",""puppy"",""pelz"",""dog"",""dalmatian""]",False
10530,tt0114148,Pocahontas,Pocahontas,1995,1995-06-14,81.0,"[""Adventure"",""Animation"",""Drama"",""Family""]","[""Walt Disney Pictures"",""Walt Disney Feature Animation""]","[""United States of America""]","[""English""]",Pocahontas Collection,13.280069,6.7,1509,55000000,346079773,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",An American legend comes to life.,Released,en,False,False,"[""culture clash"",""settler"",""forbidden love"",""colony"",""musical"",""gold rush"",""princess"",""romance"",""native american"",""animation"",""virginia"",""star crossed lovers"",""reference to pizarro"",""jamestown virginia"",""pug dog"",""cross cultural relationship"",""musket"",""animate tree"",""indian chief"",""based on myths or folklore"",""17th century"",""shamanism"",""songs"",""indians vs. settlers"",""animal sidekick"",""powhatan"",""land claim""]",True
10539,tt0116683,James and the Giant Peach,James and the Giant Peach,1996,1996-04-12,79.0,"[""Adventure"",""Animation"",""Family""]","[""Walt Disney Pictures"",""Allied Filmmakers""]","[""United States of America""]","[""English""]",,13.217623,6.2,375,38000000,28921264,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",Adventures this big don't grow on trees.,Released,en,False,False,"[""based on novel"",""garden"",""loss of parents"",""magic"",""aunt"",""based on children's book"",""insects""]",True
10545,tt0116583,The Hunchback of Notre Dame,The Hunchback of Notre Dame,1996,1996-06-21,91.0,"[""Drama"",""Animation"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""Latin"",""English""]",The Hunchback of Notre Dame Collection,13.553999,6.8,1182,100000000,100138851,"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.",,Released,en,False,False,"[""paris"",""based on novel"",""judge"",""obsession"",""dance"",""sword"",""mockery"",""ugliness"",""cathedral"",""musical"",""fool"",""bell"",""religion"",""orphan"",""army captain"",""festival"",""angry mob"",""witch hunt"",""15th century""]",True
10567,tt0130623,Dinosaur,Dinosaur,2000,2000-05-19,82.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""Walt Disney Feature Animation""]","[""United States of America""]","[""English""]",,9.998415,6.2,563,127500000,354248063,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,You have never seen anything like this.,Released,en,False,False,"[""cataclysm"",""asteroid"",""leader"",""comet"",""animation"",""prehistoric"",""prehistoric egg"",""dinosaur"",""nesting grounds"",""prehistoric creature"",""prehistoric adventure"",""lemur"",""prehistoric times""]",False
10603,tt0119190,George of the Jungle,George of the Jungle,1997,1997-07-15,92.0,"[""Adventure"",""Comedy"",""Family"",""Romance""]","[""Walt Disney Pictures"",""Mandeville Films""]","[""United States of America""]","[""English"",""Español""]",George of the Jungle Collection,9.559685,5.4,508,55000000,0,"Baby George got into a plane crash in a jungle, stayed alive and was adopted by a wise ape. Ursula Stanhope, US noble woman is saved from death on safari by grown-up George, and he takes her to jungle to live with him. He slowly learns a rules of human relationships, while Ursula's lover Lyle is looking for her and the one who took her. After they are found, Ursula takes George to the USA.",Watch out!,Released,en,False,False,"[""africa"",""san francisco"",""gorilla"",""lion"",""feral child"",""jungle""]",True
10637,tt0210945,Remember the Titans,Remember the Titans,2000,2000-09-29,113.0,"[""Drama""]","[""Walt Disney Pictures"",""Jerry Bruckheimer Films"",""Technical Black"",""Run It Up Productions Inc.""]","[""United States of America""]","[""English""]",,6.587726,7.4,835,30000000,136706683,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into true champions.",History is written by the winners.,Released,en,False,False,"[""ku klux klan"",""american football"",""trainer"",""sports team"",""race politics"",""coaction"",""apartheid"",""sport"",""high school"",""racial segregation"",""racist"",""based on true story"",""american football player"",""xenophobia"",""head coach""]",True
10674,tt0120762,Mulan,Mulan,1998,1998-06-18,88.0,"[""Animation"",""Family"",""Adventure""]","[""Walt Disney Pictures"",""Walt Disney Feature Animation""]","[""United States of America""]","[""English"",""普通话""]",Mulan Collection,21.180857,7.6,2089,90000000,304320254,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.","This time, the princess saves the prince.",Released,en,False,False,"[""homeland"",""musical"",""training"",""daughter"",""cricket"",""princess"",""dragon"",""luck""]",True
10681,tt0910970,WALL·E,WALL·E,2008,2008-06-22,98.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""Pixar Animation Studios"",""FortyFour Studios""]","[""United States of America""]","[""English""]",,16.088366,7.8,6439,180000000,521311860,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",An adventure beyond the ordinar-E.,Released,en,False,False,"[""romantic comedy""]",True
10756,tt0338094,The Haunted Mansion,The Haunted Mansion,2003,2003-11-25,87.0,"[""Thriller"",""Fantasy"",""Comedy"",""Family"",""Mystery""]","[""Walt Disney Pictures"",""Gunn Films"",""Doom Buggy Productions""]","[""United States of America""]","[""English""]",,11.605735,5.1,481,90000000,182290266,"Workaholic Jim Evers and his wife/business partner, Sara get a call one night from mansion owner, Edward Gracey wants to sell his house. Once the Evers family arrive at the mansion a butler takes them to dine with Gracey. Gracey takes one look at Sara and he thinks she's his lost lover.",Check your pulse at the door... if you have one.,Released,en,False,False,"[""secret passage"",""magic"",""estate agent"",""haunted house"",""family vacation"",""ghost"",""aftercreditsstinger""]",True
10865,tt0230011,Atlantis: The Lost Empire,Atlantis: The Lost Empire,2001,2001-06-02,95.0,"[""Animation"",""Family"",""Adventure"",""Science Fiction""]","[""Walt Disney Pictures"",""Walt Disney Feature Animation""]","[""United States of America""]","[""English"",""Français"",""Español""]",Atlantis Collection,10.901602,6.7,1257,120000000,186053725,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea.",Atlantis is waiting...,Released,en,False,False,"[""sea"",""atlantis"",""animation"",""underwater"",""sea monster""]",True
10869,tt0071607,Herbie Rides Again,Herbie Rides Again,1974,1974-02-14,88.0,"[""Romance"",""Comedy"",""Family"",""Fantasy""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",Herbie Collection,4.914603,5.9,77,0,0,The living Volkswagen Beetle helps a old lady protect her home from a corrupt developer.,The Loveable Bug's back doin' his thing!,Released,en,False,False,"[""san francisco"",""estate agent"",""shopping mall"",""volkswagon"",""käfer""]",False
10874,tt0117110,Muppet Treasure Island,Muppet Treasure Island,1996,1996-02-16,100.0,"[""Action"",""Comedy"",""Music"",""Family"",""Adventure""]","[""Walt Disney Pictures"",""Jim Henson Productions"",""Jim Henson Company, The""]","[""United States of America""]","[""English""]",The Muppet Collection,6.902423,6.5,93,0,34327391,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",Set sail for Muppet mayhem!,Released,en,False,False,"[""island"",""pirate gang"",""puppet"",""treasure hunt""]",True
10898,tt0240684,The Little Mermaid II: Return to the Sea,The Little Mermaid II: Return to the Sea,2000,2000-08-30,72.0,"[""Family"",""Animation""]","[""Walt Disney Pictures"",""Walt Disney Animation Australia"",""Walt Disney Animation Canada"",""Walt Disney Television Animation""]","[""Australia"",""United States of America"",""Canada""]","[""English""]",The Little Mermaid Collection,1.658407,5.9,342,0,0,"Set several years after the first film, Ariel and Prince Eric are happily married with a daughter, Melody. In order to protect Melody from the Sea Witch, Morgana, they have not told her about her mermaid heritage. Melody is curious and ventures into the sea, where she meets new friends. But will she become a pawn in Morgana's quest to take control of the ocean from King Triton?",Return to the sea September 19,Released,en,False,False,"[""dream"",""fairy tale"",""mermaid"",""underwater city""]",True
10957,tt0088814,The Black Cauldron,The Black Cauldron,1985,1985-07-24,80.0,"[""Animation""]","[""Walt Disney Pictures"",""Silver Screen Partners II""]","[""United States of America""]","[""English""]",,9.806685,6.5,228,25000000,21288692,"Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers.",Hidden by darkness. Guarded by witches. Discovered by a boy. Stolen by a king. Whoever owns it will rule the world. Or destroy it.,Released,en,False,False,"[""sword"",""pig""]",True
11130,tt0368933,The Princess Diaries 2: Royal Engagement,The Princess Diaries 2: Royal Engagement,2004,2004-08-06,113.0,"[""Comedy"",""Drama"",""Family"",""Romance""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",The Princess Diaries Collection,8.248895,6.0,726,40000000,95149435,"Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...",It can take a lifetime to find true love; she's got 30 days!,Released,en,False,False,"[""coronation"",""duty"",""marriage"",""falling in love""]",True
11132,tt0361467,Confessions of a Teenage Drama Queen,Confessions of a Teenage Drama Queen,2004,2004-02-17,89.0,"[""Comedy""]","[""Walt Disney Pictures""]","[""Germany"",""United States of America""]","[""English""]",,7.423275,5.1,228,15000000,29331068,"When the teenager Mary Elizabeth Steppe, a.k.a. Lola, moves with her mother and two younger twin sisters from New York to the suburb of Dellwood, New Jersey, she has the feeling that her cultural and entertaining world ended. While in school, the displaced Lola becomes close friend of the unpopular Ella, who is also a great fan of the her favorite rock band Sidarthur. However, the most popular girl in the school, Carla Santini, disputes the lead role in an adaptation of Pygmalion with Lola and also the leadership of their mates. When the last concert of Sidarthur is sold-out, Lola plans with Ella to travel to New York and buy the tickets from scalpers. However, the girls get into trouble while helping the lead singer and Lola's idol Stu Wolf, changing their lives forever.",She's making a scene over everything.,Released,en,False,False,"[""rock star"",""spotlight"",""high school"",""party"",""rivalry"",""woman director"",""boys""]",True
11135,tt0100477,The Rescuers Down Under,The Rescuers Down Under,1990,1990-11-16,77.0,"[""Adventure"",""Animation"",""Crime"",""Family"",""Fantasy""]","[""Walt Disney Pictures"",""Walt Disney Feature Animation"",""Silver Screen Partners IV""]","[""United States of America""]","[""Dansk"",""English"",""한국어/조선말"",""Norsk"",""svenska""]",The Rescuers Collection,1.562471,6.6,303,37931000,47431461,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",,Released,en,False,False,"[""diamant"",""kidnapping"",""mouse"",""alligator"",""baby-snatching"",""eagle"",""australia"",""waterfall"",""poacher"",""nest"",""australian outback""]",True
11158,tt0104437,Honey I Blew Up the Kid,Honey I Blew Up the Kid,1992,1992-07-16,89.0,"[""Adventure"",""Comedy"",""Family"",""Science Fiction""]","[""Walt Disney Pictures"",""Touchwood Pacific Partners 1""]","[""United States of America""]","[""English""]","Honey, I Shrunk the Kids Collection",12.337898,4.8,272,40000000,58662452,"Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.",The BIG Laughs Start January 6th!,Released,en,False,False,"[""becoming an adult"",""inventor"",""infant"",""family""]",True
11395,tt0111070,The Santa Clause,The Santa Clause,1994,1994-11-10,97.0,"[""Fantasy"",""Drama"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Hollywood Pictures""]","[""United States of America""]","[""English""]",The Santa Clause Collection,9.665424,6.3,501,22000000,189833357,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.",What if your dad was Santa Claus?,Released,en,False,False,"[""holiday"",""christmas party"",""santa claus"",""deal"",""christmas tree"",""christmas""]",True
11425,tt0119310,"Honey, We Shrunk Ourselves","Honey, We Shrunk Ourselves",1997,1997-03-18,74.0,"[""Adventure"",""Comedy"",""Family"",""Science Fiction"",""Action""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]","Honey, I Shrunk the Kids Collection",5.744183,5.1,142,7000000,0,"The joke's on absent-minded scientist Wayne Szalinski when his troublesome invention shrinks him, his brother and their wives so effectively that their children think they've completely disappeared. Of course, this gives the kids free rein to do anything they want, unaware that their parents are watching every move.",The world's wackiest scientist has done it again!,Released,en,False,False,"[""brother brother relationship"",""inventor"",""museum"",""shrinking"",""celebration""]",False
11430,tt0318403,The Lion King 1½,The Lion King 1½,2004,2004-02-06,77.0,"[""Animation"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Walt Disney Animation Australia"",""DisneyToon Studios""]","[""Australia"",""United States of America""]","[""English""]",The Lion King Collection,8.931033,6.3,694,0,0,Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.,You Don't Know The ½ Of It!,Released,en,False,False,"[""africa"",""lion"",""pig"",""sequel"",""royalty"",""best friend""]",True
11451,tt0400497,Herbie Fully Loaded,Herbie Fully Loaded,2005,2005-06-22,101.0,"[""Comedy"",""Family"",""Adventure"",""Fantasy"",""Romance""]","[""Walt Disney Pictures"",""Robert Simonds Productions""]","[""United States of America""]","[""English""]",Herbie Collection,9.35239,5.1,559,50000000,66002004,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",Start your engines...,Released,en,False,False,"[""car race"",""victory"",""car"",""nascar"",""woman director""]",False
11459,tt0405325,Sky High,Sky High,2005,2005-07-29,100.0,"[""Adventure"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Gunn Films"",""Max Stronghold Productions Inc.""]","[""United States of America""]","[""English""]",,8.061423,5.8,568,35000000,86369815,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",Saving The World... One Homework Assignment At A Time.,Released,en,False,False,"[""hero"",""loyalty"",""mockery"",""supernatural powers"",""high school"",""mission"",""super powers"",""teen superheroes""]",True
11544,tt0275847,Lilo & Stitch,Lilo & Stitch,2002,2002-06-21,85.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""Walt Disney Feature Animation""]","[""United States of America""]","[""English""]",Lilo & Stitch Collection,18.469238,7.1,1371,80000000,145771527,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",He's coming to our galaxy.,Released,en,False,False,"[""sister sister relationship"",""extraterrestrial technology"",""hawaii"",""adoption"",""mutation"",""alien life-form"",""alien phenomenons"",""animation"",""dog"",""dead parents""]",True
11652,tt0445990,Invincible,Invincible,2006,2006-08-25,105.0,"[""Drama""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Français""]",,9.794881,6.7,230,0,57806952,"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time – no one good enough to play professional football was going to be found this way.",Dreams are not lived on the sidelines,Released,en,False,False,"[""american football"",""sports team"",""bad luck"",""advancement"",""sport""]",True
11674,tt0115433,101 Dalmatians,101 Dalmatians,1996,1996-11-17,103.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures"",""Great Oaks Entertainment""]","[""United Kingdom"",""United States of America""]","[""English""]",101 Dalmatians (Live-Action) Collection,11.470748,5.6,722,54000000,320689294,"The Live action adaptation of a Disney Classic. When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.",So many dogs. So little time.,Released,en,False,False,"[""london england"",""fur"",""fashion designer"",""puppy"",""based on children's book"",""dog"",""dalmatian""]",True
11688,tt0120917,The Emperor's New Groove,The Emperor's New Groove,2000,2000-12-09,78.0,"[""Adventure"",""Animation"",""Comedy"",""Family"",""Fantasy""]","[""Walt Disney Pictures"",""Walt Disney Feature Animation""]","[""United States of America""]","[""English""]",The Emperor's New Groove Collection,12.297375,7.2,1544,100000000,169327687,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",It's All About.....ME!,Released,en,False,False,"[""central and south america"",""birthday"",""emperor"",""palace"",""kingdom"",""berater"",""llama""]",True
11887,tt0962726,High School Musical 3: Senior Year,High School Musical 3: Senior Year,2008,2008-10-22,116.0,"[""Comedy"",""Drama"",""Family"",""Music"",""Romance""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",High School Musical Collection,7.343504,6.1,858,0,0,"It's almost graduation day for high school seniors Troy, Gabriella, Sharpay, Chad, Ryan and Taylor ― and the thought of heading off in separate directions after leaving East High has these Wildcats thinking they need to do something they'll remember forever. Together with the rest of the Wildcats, they stage a spring musical reflecting their hopes and fears about the future and their unforgettable experiences growing up together. But with graduation approaching and college plans in question, what will become of the dreams, romances, and friendships of East High's senior Wildcats?",,Released,en,False,False,"[""musical"",""music"",""high school"",""coming of age"",""teenager"",""high school student"",""duringcreditsstinger""]",False
11888,tt0281373,Snow Dogs,Snow Dogs,2002,2002-01-18,99.0,"[""Adventure"",""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""Canada"",""United States of America""]","[""English""]",,13.470227,5.3,190,33000000,0,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",Get ready for mush hour!,Released,en,False,False,"[""adoption"",""log cabin"",""alaska"",""sled dogs""]",False
11970,tt0119282,Hercules,Hercules,1997,1997-06-26,93.0,"[""Animation"",""Family"",""Fantasy"",""Adventure"",""Comedy"",""Romance""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Español"",""ελληνικά""]",,14.048694,7.3,1741,85000000,252712101,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",Zero to Hero!,Released,en,False,False,"[""hades"",""musical"",""peasant"",""animation"",""aftercreditsstinger"",""olympus"",""hercules""]",True
12155,tt1014759,Alice in Wonderland,Alice in Wonderland,2010,2010-03-03,108.0,"[""Family"",""Fantasy"",""Adventure""]","[""Walt Disney Pictures"",""Team Todd"",""Tim Burton Productions"",""Roth Films"",""Zanuck Company, The""]","[""United States of America""]","[""English""]",Alice in Wonderland Collection,17.285093,6.4,4773,200000000,1025491110,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",You're invited to a very important date.,Released,en,False,False,"[""based on novel"",""fictional place"",""queen"",""fantasy"",""alice in wonderland"",""fantasy world"",""3d""]",True
12227,tt0103247,White Fang,White Fang,1991,1991-01-18,107.0,"[""Action"",""Adventure"",""Drama"",""Family""]","[""Walt Disney Pictures"",""Silver Screen Partners IV"",""Hybrid Productions Inc.""]","[""United States of America""]","[""English""]",White Fang Collection,12.318052,6.5,139,14000000,34793160,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,"Where civilization ends, their journey begins.",Released,en,False,False,"[""based on novel"",""gold"",""treasure"",""coffin"",""human animal relationship"",""friendship"",""alaska"",""shootout"",""dog"",""prospector"",""klondike"",""yukon"",""boy dog relationship"",""gold miner""]",False
12233,tt0095776,Oliver & Company,Oliver & Company,1988,1988-11-18,74.0,"[""Animation"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Silver Screen Partners III""]","[""United States of America""]","[""English""]",,10.813579,6.5,372,31000000,74151346,"This animated take on Oliver Twist re-imagines Oliver as an adorable orphaned kitten who struggles to survive in New York City and falls in with a band of canine criminals led by an evil human. First, Oliver meets Dodger, a carefree mutt with street savoir faire. But when Oliver meets wealthy Jenny on one of the gang's thieving missions, his life changes forever.",The first Disney movie with attitude.,Released,en,False,False,"[""new york city"",""kitten"",""great dane""]",False
12242,tt0279967,Mulan II,Mulan II,2004,2004-11-03,79.0,"[""Animation"",""Comedy"",""Family"",""Action""]","[""Walt Disney Pictures"",""DisneyToon Studios"",""SD Entertainment""]","[""Hong Kong"",""Japan"",""Kazakhstan"",""Malaysia"",""Russia"",""Singapore"",""South Korea"",""Taiwan"",""United States of America""]","[""English""]",Mulan Collection,7.424487,6.0,450,0,0,"Fa Mulan gets the surprise of her young life when her love, Captain Li Shang asks for her hand in marriage. Before the two can have their happily ever after, the Emperor assigns them a secret mission, to escort three princesses to Chang'an, China. Mushu is determined to drive a wedge between the couple after he learns that he will lose his guardian job if Mulan marries into the Li family.",She's primped. She's engaged. She's back.,Released,en,False,False,"[""arranged marriage"",""musical"",""escape"",""ancient china""]",False
12448,tt0257778,The Hunchback of Notre Dame II,The Hunchback of Notre Dame II,2002,2002-02-05,68.0,"[""Adventure"",""Animation"",""Family"",""Romance""]","[""Walt Disney Pictures"",""Walt Disney Television Animation"",""Walt Disney Animation Japan""]","[""United States of America""]","[""Français"",""English""]",The Hunchback of Notre Dame Collection,7.758492,5.1,156,0,0,"Now that Frollo is gone, Quasimodo rings the bell with the help of his new friend and Esmeralda's and Phoebus' little son, Zephyr. But when Quasi stops by a traveling circus owned by evil magician Sarousch, he falls for Madellaine, Sarouch's assistant.",Miracles Do Happen and True Love Can Come True,Released,en,False,False,"[""clock tower"",""robbery"",""wretch"",""sequel"",""travelling circus"",""bell ringing""]",False
12559,tt0116311,First Kid,First Kid,1996,1996-08-30,101.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures"",""Caravan Pictures""]","[""United States of America""]","[""English"",""Français"",""Español""]",,6.510437,5.3,28,0,0,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.",He's young. He's wild. He's fun. And he's the one protecting the president's son.,Released,en,False,False,"[""date"",""transporter"",""assassination"",""white house"",""usa president"",""bodyguard""]",True
13042,tt1245104,Presto,Presto,2008,2008-06-18,5.0,"[""Animation"",""Family""]","[""Pixar Animation Studios""]","[""United States of America""]","[""English"",""No Language""]",,8.563861,8.0,371,0,0,"Dignity. Poise. Mystery. We expect nothing less from the great turn-of-the-century magician, Presto. But when Presto neglects to feed his rabbit one too many times, the magician finds he isn't the only one with a few tricks up his sleeve!",An Amazing Five Minutes Of Animated Fun,Released,en,False,False,"[""stage"",""banjo"",""magic"",""bunny"",""rabbi"",""rope"",""rescue"",""anger"",""short"",""pixar animation""]",True
13053,tt0397892,Bolt,Bolt,2008,2008-11-21,98.0,"[""Animation"",""Family"",""Adventure"",""Comedy""]","[""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",,15.580915,6.3,1798,150000000,309979994,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",Fully Awesome. Ridonculous. Let It Begin.,Released,en,False,False,"[""hamster"",""kids and family"",""animal"",""cat vs dog"",""duringcreditsstinger"",""dog cat friendship"",""animal lead"",""girl dog relationship""]",True
13060,tt0945571,Lifted,Lifted,2006,2006-12-28,5.0,"[""Animation""]","[""Pixar Animation Studios""]","[""United States of America""]","[""English""]",,5.767577,7.6,232,0,0,"When an overconfident teen alien gets behind the controls of a spaceship, he must attempt to abduct a slumbering farmer under the watchful eye of a critical instructor. But abducting humans requires precision and a gentle touch, and within a few missteps it's painfully clear why more humans don't go missing every year.",Failure is an option.,Released,en,False,False,"[""alien phenomenons"",""comedy"",""pixar animation""]",False
13061,tt1134859,Your Friend the Rat,Your Friend the Rat,2007,2007-11-06,11.0,"[""Animation"",""Family""]","[""Pixar Animation Studios""]","[""United States of America""]","[""English""]",,7.311671,6.7,67,0,0,"Let's face it, rats are not the most beloved creatures on earth. However, maybe this little tale about the history of human and rat interaction will change the world's tune. At least that is the hope of Remy, the star of Ratatouille, and his reluctant brother Emile as they guide us through world history from a rat's perspective. Why can't we all just get along?",,Released,en,False,False,"[""chef"",""rat"",""short"",""pixar animation"",""ratatouille""]",False
